approvedSymbol	geneId	ID	Term	uniqueDiseases
TXN	ENSG00000136810	R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-499943;R-HSA-15869	Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Interconversion of nucleotide di- and triphosphates;Metabolism of nucleotides	1
TXNIP	ENSG00000265972	R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-1643685	Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Disease	1
TXNL1	ENSG00000091164	R-HSA-162582;R-HSA-9013422;R-HSA-9706574	Signal Transduction;RHOBTB1 GTPase cycle;RHOBTB GTPase Cycle	10
TXNRD1	ENSG00000198431	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-499943;R-HSA-15869	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Interconversion of nucleotide di- and triphosphates;Metabolism of nucleotides	1
TYK2	ENSG00000105397	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147;R-HSA-5663202;R-HSA-112411;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins;Diseases of signal transduction by growth factor receptors and second messengers;MAPK1 (ERK2) activation;Interleukin-4 and Interleukin-13 signaling	27
TYMP	ENSG00000025708	R-HSA-8956321;R-HSA-15869	Nucleotide salvage;Metabolism of nucleotides	1
TYMS	ENSG00000176890	R-HSA-69205;R-HSA-499943;R-HSA-15869	G1/S-Specific Transcription;Interconversion of nucleotide di- and triphosphates;Metabolism of nucleotides	2
TYR	ENSG00000077498	R-HSA-1266738	Developmental Biology	43
TYRP1	ENSG00000107165	R-HSA-1266738	Developmental Biology	8
UACA	ENSG00000137831	R-HSA-162582;R-HSA-111461	Signal Transduction;Cytochrome c-mediated apoptotic response	4
UAP1	ENSG00000117143	R-HSA-597592	Post-translational protein modification	1
UBA52	ENSG00000221983	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-901032;R-HSA-917729;R-HSA-901042;R-HSA-532668;R-HSA-8982491;R-HSA-168256;R-HSA-162588;R-HSA-73857;R-HSA-937039;R-HSA-975144;R-HSA-6781823;R-HSA-1266738;R-HSA-74160;R-HSA-3229121;R-HSA-3322077;R-HSA-9645460;R-HSA-937042;R-HSA-9683701;R-HSA-1643685;R-HSA-9615710;R-HSA-1253288;R-HSA-9637690;R-HSA-9646399;R-HSA-449147;R-HSA-937041;R-HSA-9861718;R-HSA-9637687;R-HSA-9635486;R-HSA-912631;R-HSA-8866652;R-HSA-9613829;R-HSA-72766;R-HSA-917937;R-HSA-6782210;R-HSA-5696395;R-HSA-70268;R-HSA-72312;R-HSA-9010553;R-HSA-6782135;R-HSA-162587;R-HSA-162599;R-HSA-9711097;R-HSA-168273;R-HSA-2672351;R-HSA-1799339;R-HSA-6781827;R-HSA-9033241;R-HSA-975956;R-HSA-5607761;R-HSA-1169408;R-HSA-8866654;R-HSA-450408;R-HSA-5358346;R-HSA-8852135;R-HSA-5362768;R-HSA-1234176;R-HSA-5387390;R-HSA-4608870;R-HSA-5676590;R-HSA-4641258;R-HSA-9006934;R-HSA-5663202;R-HSA-2173796;R-HSA-2173793;R-HSA-597592;R-HSA-8878159	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;ER Quality Control Compartment (ERQC);Endosomal Sorting Complex Required For Transport (ESCRT);Calnexin/calreticulin cycle;N-glycan trimming in the ER and Calnexin/Calreticulin cycle;Glycogen metabolism;Immune System;Budding and maturation of HIV virion;RNA Polymerase II Transcription;IRAK1 recruits IKK complex;IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation;Formation of TC-NER Pre-Incision Complex;Developmental Biology;Gene expression (Transcription);Glycogen storage diseases;Glycogen synthesis;Alpha-protein kinase 1 signaling pathway;IRAK2 mediated activation of TAK1 complex;Translation of Structural Proteins_9683701;Disease;Late endosomal microautophagy;Downregulation of ERBB4 signaling;Response of Mtb to phagocytosis;Aggrephagy;Signaling by Interleukins;IKK complex recruitment mediated by RIP1;Regulation of pyruvate metabolism;Suppression of phagosomal maturation;Infection with Mycobacterium tuberculosis;Regulation of signaling by CBL;Synthesis of active ubiquitin: roles of E1 and E2 enzymes;Chaperone Mediated Autophagy;Translation;Iron uptake and transport;Gap-filling DNA repair synthesis and ligation in TC-NER;Formation of Incision Complex in GG-NER;Pyruvate metabolism;rRNA processing;Regulation of expression of SLITs and ROBOs;Dual incision in TC-NER;HIV Life Cycle;Late Phase of HIV Life Cycle;Cellular response to starvation;Influenza Viral RNA Transcription and Replication;Stimuli-sensing channels;SRP-dependent cotranslational protein targeting to membrane;Transcription-Coupled Nucleotide Excision Repair (TC-NER);Peroxisomal protein import;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Dectin-1 mediated noncanonical NF-kB signaling;ISG15 antiviral mechanism;E3 ubiquitin ligases ubiquitinate target proteins;AUF1 (hnRNP D0) binds and destabilizes mRNA;Hedgehog ligand biogenesis;Protein ubiquitination;Hh mutants are degraded by ERAD;Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha;Hh mutants abrogate ligand secretion;Asymmetric localization of PCP proteins;NIK-->noncanonical NF-kB signaling;Degradation of DVL;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;Post-translational protein modification;Transcriptional regulation by RUNX3	1
UBA7	ENSG00000182179	R-HSA-1280215;R-HSA-168256;R-HSA-1169408	Cytokine Signaling in Immune system;Immune System;ISG15 antiviral mechanism	5
UBAP1	ENSG00000165006	R-HSA-917729;R-HSA-162588;R-HSA-1643685;R-HSA-9615710;R-HSA-162587;R-HSA-162599;R-HSA-9610379	Endosomal Sorting Complex Required For Transport (ESCRT);Budding and maturation of HIV virion;Disease;Late endosomal microautophagy;HIV Life Cycle;Late Phase of HIV Life Cycle;HCMV Late Events	1
UBC	ENSG00000150991	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-901032;R-HSA-917729;R-HSA-901042;R-HSA-532668;R-HSA-8982491;R-HSA-168256;R-HSA-162588;R-HSA-73857;R-HSA-937039;R-HSA-975144;R-HSA-6781823;R-HSA-1266738;R-HSA-74160;R-HSA-3229121;R-HSA-3322077;R-HSA-9645460;R-HSA-937042;R-HSA-9683701;R-HSA-1643685;R-HSA-9615710;R-HSA-1253288;R-HSA-9637690;R-HSA-9646399;R-HSA-449147;R-HSA-937041;R-HSA-9861718;R-HSA-9637687;R-HSA-9635486;R-HSA-912631;R-HSA-8866652;R-HSA-9613829;R-HSA-917937;R-HSA-6782210;R-HSA-5696395;R-HSA-70268;R-HSA-9010553;R-HSA-6782135;R-HSA-162587;R-HSA-162599;R-HSA-2672351;R-HSA-6781827;R-HSA-9033241;R-HSA-5607761;R-HSA-1169408;R-HSA-8866654;R-HSA-450408;R-HSA-5358346;R-HSA-8852135;R-HSA-5362768;R-HSA-1234176;R-HSA-5387390;R-HSA-4608870;R-HSA-5676590;R-HSA-4641258;R-HSA-9006934;R-HSA-5663202;R-HSA-2173796;R-HSA-2173793;R-HSA-597592;R-HSA-8878159	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;ER Quality Control Compartment (ERQC);Endosomal Sorting Complex Required For Transport (ESCRT);Calnexin/calreticulin cycle;N-glycan trimming in the ER and Calnexin/Calreticulin cycle;Glycogen metabolism;Immune System;Budding and maturation of HIV virion;RNA Polymerase II Transcription;IRAK1 recruits IKK complex;IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation;Formation of TC-NER Pre-Incision Complex;Developmental Biology;Gene expression (Transcription);Glycogen storage diseases;Glycogen synthesis;Alpha-protein kinase 1 signaling pathway;IRAK2 mediated activation of TAK1 complex;Translation of Structural Proteins_9683701;Disease;Late endosomal microautophagy;Downregulation of ERBB4 signaling;Response of Mtb to phagocytosis;Aggrephagy;Signaling by Interleukins;IKK complex recruitment mediated by RIP1;Regulation of pyruvate metabolism;Suppression of phagosomal maturation;Infection with Mycobacterium tuberculosis;Regulation of signaling by CBL;Synthesis of active ubiquitin: roles of E1 and E2 enzymes;Chaperone Mediated Autophagy;Iron uptake and transport;Gap-filling DNA repair synthesis and ligation in TC-NER;Formation of Incision Complex in GG-NER;Pyruvate metabolism;Regulation of expression of SLITs and ROBOs;Dual incision in TC-NER;HIV Life Cycle;Late Phase of HIV Life Cycle;Stimuli-sensing channels;Transcription-Coupled Nucleotide Excision Repair (TC-NER);Peroxisomal protein import;Dectin-1 mediated noncanonical NF-kB signaling;ISG15 antiviral mechanism;E3 ubiquitin ligases ubiquitinate target proteins;AUF1 (hnRNP D0) binds and destabilizes mRNA;Hedgehog ligand biogenesis;Protein ubiquitination;Hh mutants are degraded by ERAD;Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha;Hh mutants abrogate ligand secretion;Asymmetric localization of PCP proteins;NIK-->noncanonical NF-kB signaling;Degradation of DVL;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;Post-translational protein modification;Transcriptional regulation by RUNX3	3
UBE2D2	ENSG00000131508	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-937041;R-HSA-8866652;R-HSA-9033241;R-HSA-8866654;R-HSA-8852135;R-HSA-1234176;R-HSA-597592	Signal Transduction;Cytokine Signaling in Immune system;Immune System;IKK complex recruitment mediated by RIP1;Synthesis of active ubiquitin: roles of E1 and E2 enzymes;Peroxisomal protein import;E3 ubiquitin ligases ubiquitinate target proteins;Protein ubiquitination;Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha;Post-translational protein modification	1
UBE2D3	ENSG00000109332	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-937041;R-HSA-9033241;R-HSA-8866654;R-HSA-8852135;R-HSA-1234176;R-HSA-2173793;R-HSA-597592	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);IKK complex recruitment mediated by RIP1;Peroxisomal protein import;E3 ubiquitin ligases ubiquitinate target proteins;Protein ubiquitination;Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;Post-translational protein modification	4
UBE2E2	ENSG00000182247	R-HSA-168256	Immune System	7
UBE2E3	ENSG00000170035	R-HSA-168256;R-HSA-8866652;R-HSA-8852135;R-HSA-597592	Immune System;Synthesis of active ubiquitin: roles of E1 and E2 enzymes;Protein ubiquitination;Post-translational protein modification	6
UBE2H	ENSG00000186591	R-HSA-168256;R-HSA-8866652;R-HSA-8852135;R-HSA-597592	Immune System;Synthesis of active ubiquitin: roles of E1 and E2 enzymes;Protein ubiquitination;Post-translational protein modification	3
UBE2K	ENSG00000078140	R-HSA-168256;R-HSA-8866652;R-HSA-8852135;R-HSA-597592	Immune System;Synthesis of active ubiquitin: roles of E1 and E2 enzymes;Protein ubiquitination;Post-translational protein modification	1
UBE2L3	ENSG00000185651	R-HSA-162582;R-HSA-168256;R-HSA-8866652;R-HSA-8866654;R-HSA-8852135;R-HSA-597592	Signal Transduction;Immune System;Synthesis of active ubiquitin: roles of E1 and E2 enzymes;E3 ubiquitin ligases ubiquitinate target proteins;Protein ubiquitination;Post-translational protein modification	11
UBE2M	ENSG00000130725	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-5607761;R-HSA-5676590;R-HSA-597592	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Dectin-1 mediated noncanonical NF-kB signaling;NIK-->noncanonical NF-kB signaling;Post-translational protein modification	1
UBE2Q1	ENSG00000160714	R-HSA-168256	Immune System	2
UBE2Q2	ENSG00000140367	R-HSA-168256;R-HSA-8866652;R-HSA-8852135;R-HSA-597592	Immune System;Synthesis of active ubiquitin: roles of E1 and E2 enzymes;Protein ubiquitination;Post-translational protein modification	2
UBE2R2	ENSG00000107341	R-HSA-168256;R-HSA-8866652;R-HSA-8852135;R-HSA-597592	Immune System;Synthesis of active ubiquitin: roles of E1 and E2 enzymes;Protein ubiquitination;Post-translational protein modification	2
UBE2V2	ENSG00000169139	R-HSA-168256;R-HSA-5696395;R-HSA-8866654;R-HSA-8852135;R-HSA-597592	Immune System;Formation of Incision Complex in GG-NER;E3 ubiquitin ligases ubiquitinate target proteins;Protein ubiquitination;Post-translational protein modification	1
UBE2W	ENSG00000104343	R-HSA-168256;R-HSA-8866652;R-HSA-8852135;R-HSA-597592	Immune System;Synthesis of active ubiquitin: roles of E1 and E2 enzymes;Protein ubiquitination;Post-translational protein modification	4
UBE2Z	ENSG00000159202	R-HSA-168256;R-HSA-8866652;R-HSA-8852135;R-HSA-597592	Immune System;Synthesis of active ubiquitin: roles of E1 and E2 enzymes;Protein ubiquitination;Post-translational protein modification	1
UBE3A	ENSG00000114062	R-HSA-168256	Immune System	1
UBE3B	ENSG00000151148	R-HSA-168256	Immune System	4
UBE3C	ENSG00000009335	R-HSA-168256	Immune System	5
UBE3D	ENSG00000118420	R-HSA-168256	Immune System	1
UBTF	ENSG00000108312	R-HSA-73863;R-HSA-74160;R-HSA-73772;R-HSA-5250941;R-HSA-427413;R-HSA-73728;R-HSA-73762;R-HSA-73864;R-HSA-73854	RNA Polymerase I Transcription Termination;Gene expression (Transcription);RNA Polymerase I Promoter Escape;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;RNA Polymerase I Promoter Opening;RNA Polymerase I Transcription Initiation;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance	2
UBXN11	ENSG00000158062	R-HSA-162582	Signal Transduction	1
UCK2	ENSG00000143179	R-HSA-8956321;R-HSA-15869	Nucleotide salvage;Metabolism of nucleotides	2
UCKL1	ENSG00000198276	R-HSA-8956321;R-HSA-15869	Nucleotide salvage;Metabolism of nucleotides	2
UFL1	ENSG00000014123	R-HSA-168256	Immune System	4
UGDH	ENSG00000109814	R-HSA-156588;R-HSA-156580	Glucuronidation;Phase II - Conjugation of compounds	1
UGP2	ENSG00000169764	R-HSA-8982491;R-HSA-3322077;R-HSA-156588;R-HSA-156580	Glycogen metabolism;Glycogen synthesis;Glucuronidation;Phase II - Conjugation of compounds	4
UGT1A1	ENSG00000241635	R-HSA-1643685;R-HSA-156588;R-HSA-156580;R-HSA-9749641	Disease;Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	7
UGT1A10	ENSG00000242515	R-HSA-156588;R-HSA-156580	Glucuronidation;Phase II - Conjugation of compounds	1
UGT1A3	ENSG00000288702	R-HSA-162582;R-HSA-9757110;R-HSA-9754706;R-HSA-156588;R-HSA-156580;R-HSA-9749641	Signal Transduction;Prednisone ADME;Atorvastatin ADME;Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	1
UGT1A5	ENSG00000288705	R-HSA-156588;R-HSA-156580;R-HSA-9749641	Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	1
UGT1A6	ENSG00000167165	R-HSA-156588;R-HSA-156580;R-HSA-9749641	Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	6
UGT1A7	ENSG00000244122	R-HSA-156588;R-HSA-156580;R-HSA-9749641	Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	2
UGT1A8	ENSG00000242366	R-HSA-156588;R-HSA-156580;R-HSA-9749641	Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	3
UGT1A9	ENSG00000241119	R-HSA-156588;R-HSA-156580;R-HSA-9749641	Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	1
UGT2A1	ENSG00000173610	R-HSA-156588;R-HSA-156580;R-HSA-9749641	Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	2
UGT2B15	ENSG00000196620	R-HSA-156588;R-HSA-156580;R-HSA-9749641	Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	6
UGT2B17	ENSG00000197888	R-HSA-9757110;R-HSA-156588;R-HSA-156580;R-HSA-9749641	Prednisone ADME;Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	5
UGT2B28	ENSG00000135226	R-HSA-156588;R-HSA-156580;R-HSA-9749641	Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	1
UGT2B7	ENSG00000171234	R-HSA-9757110;R-HSA-156588;R-HSA-156580;R-HSA-9749641	Prednisone ADME;Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	1
UGT3A1	ENSG00000145626	R-HSA-156588;R-HSA-156580;R-HSA-9749641	Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	2
UGT3A2	ENSG00000168671	R-HSA-156588;R-HSA-156580;R-HSA-9749641	Glucuronidation;Phase II - Conjugation of compounds;Aspirin ADME	3
UHRF1	ENSG00000276043	R-HSA-1266738;R-HSA-74160;R-HSA-9821002	Developmental Biology;Gene expression (Transcription);Chromatin modifications during the maternal to zygotic transition (MZT)	2
UHRF2	ENSG00000147854	R-HSA-597592	Post-translational protein modification	3
UIMC1	ENSG00000087206	R-HSA-597592	Post-translational protein modification	2
ULK3	ENSG00000140474	R-HSA-162582	Signal Transduction	3
UMOD	ENSG00000169344	R-HSA-597592	Post-translational protein modification	22
UMPS	ENSG00000114491	R-HSA-8956320;R-HSA-15869	Nucleotide biosynthesis;Metabolism of nucleotides	5
UNC5B	ENSG00000107731	R-HSA-1266738	Developmental Biology	1
UNC5C	ENSG00000182168	R-HSA-1266738	Developmental Biology	5
UNC5D	ENSG00000156687	R-HSA-1266738	Developmental Biology	11
UNC79	ENSG00000133958	R-HSA-2672351	Stimuli-sensing channels	4
UPB1	ENSG00000100024	R-HSA-15869	Metabolism of nucleotides	1
UPF2	ENSG00000151461	R-HSA-1266738;R-HSA-9010553	Developmental Biology;Regulation of expression of SLITs and ROBOs	1
UPF3A	ENSG00000169062	R-HSA-1266738;R-HSA-9010553	Developmental Biology;Regulation of expression of SLITs and ROBOs	1
UPP2	ENSG00000007001	R-HSA-8956321;R-HSA-15869	Nucleotide salvage;Metabolism of nucleotides	1
USP12	ENSG00000152484	R-HSA-597592	Post-translational protein modification	1
USP18	ENSG00000184979	R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-1169408;R-HSA-597592	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;ISG15 antiviral mechanism;Post-translational protein modification	1
USP2	ENSG00000036672	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-597592	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Post-translational protein modification	1
USP24	ENSG00000162402	R-HSA-597592	Post-translational protein modification	4
USP25	ENSG00000155313	R-HSA-162582;R-HSA-597592	Signal Transduction;Post-translational protein modification	12
USP28	ENSG00000048028	R-HSA-597592	Post-translational protein modification	5
USP3	ENSG00000140455	R-HSA-597592	Post-translational protein modification	4
USP30	ENSG00000135093	R-HSA-597592	Post-translational protein modification	1
USP34	ENSG00000115464	R-HSA-162582;R-HSA-597592	Signal Transduction;Post-translational protein modification	7
USP37	ENSG00000135913	R-HSA-597592	Post-translational protein modification	2
USP4	ENSG00000114316	R-HSA-162582;R-HSA-597592	Signal Transduction;Post-translational protein modification	3
USP44	ENSG00000136014	R-HSA-597592	Post-translational protein modification	12
USP47	ENSG00000170242	R-HSA-597592	Post-translational protein modification	3
